Filename,Background,Left Cerebral White Matter,Left Cerebral Cortex,Left Lateral Ventricle,Left Inferior Lateral Ventricle,Left Cerebellum White Matter,Left Cerebellum Cortex,Left Thalamus,Left Caudate,Left Putamen,Left Pallidum,3rd Ventricle,4th Ventricle,Brain Stem,Left Hippocampus,Left Amygdala,Left Accumbens Area,Left Ventral DC,Right Cerebral White Matter,Right Cerebral Cortex,Right Lateral Ventricle,Right Inferior Lateral Ventricle,Right Cerebellum White Matter,Right Cerebellum Cortex,Right Thalamus,Right Caudate,Right Putamen,Right Pallidum,Right Hippocampus,Right Amygdala,Right Accumbens Area,Right Ventral DC
100206_3T_T2w_SPC1_HR.nii.gz,6988631.0,318158.0,378654.0,8064.0,956.0,18955.0,69555.0,11195.0,5277.0,7685.0,1922.0,794.0,1232.0,24447.0,5458.0,2271.0,846.0,4482.0,317675.0,376793.0,8146.0,1156.0,17026.0,66482.0,10404.0,5325.0,7356.0,2185.0,5862.0,2387.0,867.0,5043.0
